id|inflo_chnl_id|reg_dts|질문|답변|액션|버튼|intent_id
21320729|0c71ca5d-21d0-4934-884e-3365d047026a|2026-07-01 17:10:51.094000+09:00|기타안내|질문을 선택해 주세요.|dialogFlowButton|장바구니 안내,지역 쓰레기봉투 및 음식물 판매,공병수거,애견동반|[]
21313060|0c8b94c0-e190-4d58-b32c-4631c3e4bcc4|2026-07-01 13:54:22.439000+09:00|매장안내|질문을 선택해 주세요.|dialogFlowButton|점포정보,편의시설,기타안내|[]
21313062|0c8b94c0-e190-4d58-b32c-4631c3e4bcc4|2026-07-01 13:54:25.176000+09:00|점포정보|질문을 선택해 주세요.|dialogFlowButton|휴점일,영업시간,층별 안내,입점매장|[]
21316619|0cab5bb0-b197-4cfc-bd15-055a117b14ef|2026-07-01 15:36:59.479000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21316625|0cab5bb0-b197-4cfc-bd15-055a117b14ef|2026-07-01 15:37:03.815000+09:00|기타문의|질문을 선택해 주세요.|dialogFlowButton|A/S,상품예약,불량상품|[]
21316633|0cab5bb0-b197-4cfc-bd15-055a117b14ef|2026-07-01 15:37:10.587000+09:00|상품검색|질문을 선택해 주세요.|dialogFlowButton|일반상품,신선식품,가전상품|[]
21316635|0cab5bb0-b197-4cfc-bd15-055a117b14ef|2026-07-01 15:37:15.252000+09:00|가전상품|가전 상품문의는 점포안내를 확인 후 각 점포 가전 판매데스크로 문의해 주세요.|webLink|점포안내|[]
21320219|0ce2d465-6404-4686-8673-14a02e7b3654|2026-07-01 17:00:05.875000+09:00|영업시간|영업시간은 점포안내를 통해 확인하실 수 있습니다|webLink|점포안내|[]
21325290|0d15ec57-4e88-4129-9c09-4a652e30ef00|2026-07-01 19:09:09.846000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21325299|0d15ec57-4e88-4129-9c09-4a652e30ef00|2026-07-01 19:09:12.871000+09:00|입고문의|상품 검색을 통해 나오지 않는 상품의 입고 문의는 점포별 운영기준이 다르므로 점포 연결을 통해 문의해 주시기 바랍니다|phone|매장전화연결|[]
21325311|0d15ec57-4e88-4129-9c09-4a652e30ef00|2026-07-01 19:09:20.433000+09:00|상품검색|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[]
21316737|0d26e86b-5466-4e6a-a1cc-3cc0d62b8ce4|2026-07-01 15:40:24.368000+09:00|구매후 영수증확인했더니 할인이 안들어갔어요|원하는 답변을 선택해 주세요.|dialogFlowButton|영수증 재발행,이마트 앱 쿠폰 적용시 구매금액 제외 품목,할인 미적용 시|[48, 109, 22]
21316745|0d26e86b-5466-4e6a-a1cc-3cc0d62b8ce4|2026-07-01 15:40:34.076000+09:00|할인 미적용 시|"행사 상품은 이마트 홈페이지 전단 및 이벤트 카테고리를 통해 확인 가능하며 행사기간 안에 구매하신 결제수단 및 영수증을 지참하시어 재결제 하시면 적용받을 수 있습니다.

단 행사기간 종료 시 적용이 불가합니다."|||[]
21328805|0d2b66b9-5dc0-4938-a61a-c48942bae0ff|2026-07-01 21:16:37.364000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21328807|0d2b66b9-5dc0-4938-a61a-c48942bae0ff|2026-07-01 21:16:41.060000+09:00|기타문의|질문을 선택해 주세요.|dialogFlowButton|A/S,상품예약,불량상품|[]
21328813|0d2b66b9-5dc0-4938-a61a-c48942bae0ff|2026-07-01 21:16:58.213000+09:00|크레모아 프리지2|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[1003]
21318663|0d56e54d-2cfe-4b98-86c8-eab6cb74f3ef|2026-07-01 16:24:07.333000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21318677|0d56e54d-2cfe-4b98-86c8-eab6cb74f3ef|2026-07-01 16:24:12.481000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21318709|0d56e54d-2cfe-4b98-86c8-eab6cb74f3ef|2026-07-01 16:25:05.526000+09:00|며칠전 오이를 샀는데  오이가 너무 써서 못먹겠어요  7중에 안쓸까해어 3개먹다버리고 4개남았는데 교환되나요?|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 방문 접수해 주시면 담당자가 확인 후 처리 도와드리겠습니다"|webLink|빠른 환불|[12]
21312832|0d623341-9975-4c83-a6cd-189c65f51386|2026-07-01 13:48:22.292000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21312846|0d623341-9975-4c83-a6cd-189c65f51386|2026-07-01 13:48:41.775000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21306924|0dce3301-7db4-4119-ba07-f7a08f6fdc75|2026-07-01 11:16:59.292000+09:00|오픈시간|영업시간은 점포안내를 통해 확인하실 수 있습니다|webLink|점포안내|[29]
21320323|0ddc3c4e-b963-4613-8135-eb93afe044ba|2026-07-01 17:02:29.830000+09:00|매장안내|질문을 선택해 주세요.|dialogFlowButton|점포정보,편의시설,기타안내|[]
21320333|0ddc3c4e-b963-4613-8135-eb93afe044ba|2026-07-01 17:02:36.350000+09:00|기타안내|질문을 선택해 주세요.|dialogFlowButton|장바구니 안내,지역 쓰레기봉투 및 음식물 판매,공병수거,애견동반|[]
21323099|0de183c6-b8cb-4033-b67d-9854624a89ed|2026-07-01 18:10:39.935000+09:00|계산|질문을 선택해 주세요.|dialogFlowButton|결제,기타|[]
21323161|0de183c6-b8cb-4033-b67d-9854624a89ed|2026-07-01 18:12:26.171000+09:00|오늘 이마트 전주점에서 15시8분에 셀프 계산대에서 고무정갑을 구입해서 계산하고 놓고 왔는데 게|매장 내에 분실, 습득물 문의는 상담 분실물 버튼을 통해 상담 가능합니다|LOST_FOUND|e-유실물센터|[135]
21323173|0de183c6-b8cb-4033-b67d-9854624a89ed|2026-07-01 18:13:00.299000+09:00|계산|질문을 선택해 주세요.|dialogFlowButton|결제,기타|[]
21323189|0de183c6-b8cb-4033-b67d-9854624a89ed|2026-07-01 18:13:47.494000+09:00|오늘 이마트 전주점에서 15시8분에 셀프 계산대에서 고무장갑을을|원하는 답변을 선택해 주세요.|dialogFlowButton|할인 미적용 시,상품권 환불,SSG.COM 관련 문의|[22, 44, 142]
21328609|0df0afff-8a7a-4d7b-bd28-2ec222dd2d7f|2026-07-01 21:07:02.142000+09:00|교환환불|질문 유형을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21328611|0df0afff-8a7a-4d7b-bd28-2ec222dd2d7f|2026-07-01 21:07:03.969000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다.
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
*온라인 주문상품은 점포 연결 또는 온라인 접수해 주시면 안내 도와드리겠습니다."|||[]
21328669|0df0afff-8a7a-4d7b-bd28-2ec222dd2d7f|2026-07-01 21:08:56.758000+09:00|교환환불|질문 유형을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21328672|0df0afff-8a7a-4d7b-bd28-2ec222dd2d7f|2026-07-01 21:09:02.145000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다.
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
*온라인 주문상품은 점포 연결 또는 온라인 접수해 주시면 안내 도와드리겠습니다."|||[]
21328679|0df0afff-8a7a-4d7b-bd28-2ec222dd2d7f|2026-07-01 21:09:12.828000+09:00|수박교환|"고객님 불편 드려 죄송합니다. 번거로우시겠지만 구매점포로 불량상품, 결제영수증, 결제수단 지참하여 방문 접수해 주시면 담당자가 확인 후 처리 도와드리겠습니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
*온라인 주문 상품은 점포 연결 또는 온라인 접수를 통해 문의해 주시면 안내 도와드리겠습니다."|phone|점포연결|[3012]
21315588|0e066d35-bf69-42be-8649-72e3fec54763|2026-07-01 15:01:35.805000+09:00|행사|질문을 선택해 주세요.|dialogFlowButton|전단보기,행사안내,행사 적용방법|[]
21315599|0e066d35-bf69-42be-8649-72e3fec54763|2026-07-01 15:01:44.342000+09:00|행사안내|질문을 선택해 주세요.|dialogFlowButton|행사기간안내,임대매장 및 평대행사|[]
21315608|0e066d35-bf69-42be-8649-72e3fec54763|2026-07-01 15:01:52.580000+09:00|행사기간안내|"행사 기간은 상품별로 상이 할 수 있으며, 월요일 기준으로 운영되고 있습니다.(1~2주)
이마트 앱 내 전단 광고 페이지 또는 이벤트 페이지를 통해 확인하실 수 있습니다"|webLink|전단/신문광고|[]
21318001|0e2bfadb-ad81-455d-9ea6-0d77be0acb25|2026-07-01 16:09:18.231000+09:00|매장안내|질문을 선택해 주세요.|dialogFlowButton|점포정보,편의시설,기타안내|[]
21318005|0e2bfadb-ad81-455d-9ea6-0d77be0acb25|2026-07-01 16:09:24.485000+09:00|기타안내|질문을 선택해 주세요.|dialogFlowButton|장바구니 안내,지역 쓰레기봉투 및 음식물 판매,공병수거,애견동반|[]
21318019|0e2bfadb-ad81-455d-9ea6-0d77be0acb25|2026-07-01 16:09:38.243000+09:00|기타안내|질문을 선택해 주세요.|dialogFlowButton|장바구니 안내,지역 쓰레기봉투 및 음식물 판매,공병수거,애견동반|[]
21326261|0e44bd90-3404-4d20-94ae-2bd365f8ac12|2026-07-01 19:40:19.231000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21326269|0e44bd90-3404-4d20-94ae-2bd365f8ac12|2026-07-01 19:40:22.217000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다"|||[]
21326295|0e44bd90-3404-4d20-94ae-2bd365f8ac12|2026-07-01 19:41:03.322000+09:00|어제 6시경 부채살을 구입했는데요|원하는 답변을 선택해 주세요.|dialogFlowButton|불량상품 발생 시,할인 미적용 시,계산 착오 시|[2012, 2022, 2054]
21326299|0e44bd90-3404-4d20-94ae-2bd365f8ac12|2026-07-01 19:41:24.838000+09:00|불량상품 발생 시|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 방문 접수해 주시면 담당자가 확인 후 처리 도와드리겠습니다"|||[]
21326313|0e44bd90-3404-4d20-94ae-2bd365f8ac12|2026-07-01 19:42:06.232000+09:00|고기에서 냄새가 너무 많이 나요|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 방문 접수해 주시면 담당자가 확인 후 처리 도와드리겠습니다"|||[2012]
21326321|0e44bd90-3404-4d20-94ae-2bd365f8ac12|2026-07-01 19:42:27.432000+09:00|통화하고 싶은데요|자세한 문의는 점포연결을 통해 문의하시기 바랍니다|STORE_PHONE_NUMBER|매장전화연결|[2137]
21311278|0e57a9c3-3cef-4f7f-9770-1bb11e853e75|2026-07-01 13:11:53.990000+09:00|계산|질문을 선택해 주세요.|dialogFlowButton|결제,기타|[]
21311282|0e57a9c3-3cef-4f7f-9770-1bb11e853e75|2026-07-01 13:11:58.566000+09:00|결제|질문을 선택해 주세요.|dialogFlowButton|결제수단,결제변경,계산착오,무방문 결제|[]
21311288|0e57a9c3-3cef-4f7f-9770-1bb11e853e75|2026-07-01 13:12:02.533000+09:00|결제수단|"이마트에서 사용 가능한 결제수단은 현금 및 카드, 신세계상품권 및 이마티콘 등 결제 가능하며 SSGPAY, 스마일페이, 이마트페이, 삼성페이, LG페이, 카카오머니 등은 사용이 가능합니다
*별도 앱카드 및 카카오페이 내에 등록된 신용카드 사용은 불가합니다"|||[]
21305180|0e659e74-ef67-40f8-a430-0657d4a830fd|2026-07-01 10:33:24.366000+09:00|종량제 봉투 구입이 가능한가요?|원하는 답변을 선택해 주세요.|dialogFlowButton|재사용봉투(음식물쓰레기봉투) 판매 안내,무방문 결제 여부,상품권 SSG머니 교환|[1038, 1055, 1078]
21305193|0e659e74-ef67-40f8-a430-0657d4a830fd|2026-07-01 10:33:29.367000+09:00|재사용봉투(음식물쓰레기봉투) 판매 안내|"트레이더스에서는 재사용 봉투 및 음식물 쓰레기봉투, 불연성 마대등을 판매하고 있지 않습니다. 
(단, 부산서면점은 재사용 봉투 판매 중)"|||[]
21308148|0e75cd22-5c9e-43e2-8a2e-8b6d792e98f3|2026-07-01 11:49:35.368000+09:00|매장안내|질문을 선택해 주세요.|dialogFlowButton|점포정보,편의시설,기타안내|[]
21322439|0e8ca2eb-dbd4-49d1-ba6e-8ba2451c5441|2026-07-01 17:53:34.986000+09:00|국산체리 마감인가요|원하는 답변을 선택해 주세요.|dialogFlowButton|이마트 영업시간,행사 운영 기간,할인 미적용 시|[29, 16, 22]
21322449|0e8ca2eb-dbd4-49d1-ba6e-8ba2451c5441|2026-07-01 17:53:46.437000+09:00|이마트 영업시간|영업시간은 점포안내를 통해 확인하실 수 있습니다|webLink|점포안내|[]
21322469|0e8ca2eb-dbd4-49d1-ba6e-8ba2451c5441|2026-07-01 17:54:04.927000+09:00|국산체리 구매가능한지|원하는 답변을 선택해 주세요.|dialogFlowButton|점포 상품 구매시 배달 가능 여부,무방문 결제 여부,SSG.COM 관련 문의|[128, 55, 142]
21322493|0e8ca2eb-dbd4-49d1-ba6e-8ba2451c5441|2026-07-01 17:54:31.451000+09:00|현재품절이라|상품 검색을 통해 나오지 않는 상품의 입고 문의는 점포별 운영기준이 다르므로 채팅상담을 통해 상담해 드리겠습니다|message|채팅상담|[6]
21321045|0e8f2c91-f725-4064-aa46-ee9f90736457|2026-07-01 17:19:16.225000+09:00|신용카드 분실물 확인 될까요?|원하는 답변을 선택해 주세요.|dialogFlowButton|교환/환불 안내,분실물 문의,카드취소 후 입금 안내|[42, 135, 45]
21321055|0e8f2c91-f725-4064-aa46-ee9f90736457|2026-07-01 17:19:22.854000+09:00|분실물 문의|매장 내에 분실, 습득물 문의는 상담 분실물 버튼을 통해 상담 가능합니다|LOST_FOUND|e-유실물센터|[]
21328295|0e8fdb1f-7607-4198-a67c-c4247cbb11ee|2026-07-01 20:56:22.107000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21328297|0e8fdb1f-7607-4198-a67c-c4247cbb11ee|2026-07-01 20:56:24.804000+09:00|상품검색|질문을 선택해 주세요.|dialogFlowButton|일반상품,신선식품,가전상품|[]
21328301|0e8fdb1f-7607-4198-a67c-c4247cbb11ee|2026-07-01 20:56:29.005000+09:00|일반상품|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[]
21328343|0e8fdb1f-7607-4198-a67c-c4247cbb11ee|2026-07-01 20:57:30.020000+09:00|자양점. 노브랜드 닭가슴살 위치|원하는 답변을 선택해 주세요.|dialogFlowButton|제휴사 쿠폰 사용 방법,행사 운영 기간|[110, 7, 16]
21317105|0ea8f621-72ed-4e75-868c-7c44b55c2830|2026-07-01 15:48:46.897000+09:00|세탁기|가전 상품문의는 점포안내를 확인 후 각 점포 일렉트로마트 또는 가전 판매데스크로 문의해 주세요.|webLink|점포안내|[5]
21309988|0eaa06c8-1852-47f1-85d9-459a927796dc|2026-07-01 12:37:14.498000+09:00|상품권|질문을 선택해 주세요.|dialogFlowButton|상품권 구매,상품권 교환,상품권 안내,모바일상품권|[]
21309992|0eaa06c8-1852-47f1-85d9-459a927796dc|2026-07-01 12:37:16.903000+09:00|상품권 교환|질문을 선택해 주세요.|dialogFlowButton|상품권 교환 가능 포인트,훼손 상품권|[]
21310002|0eaa06c8-1852-47f1-85d9-459a927796dc|2026-07-01 12:37:20.037000+09:00|상품권 교환 가능 포인트|"신세계 상품권으로 교환이 가능한 포인트로는 신세계, OK캐시백, 에코머니, 우리모아(위비꿀), E1(오렌지), 삼성카드(보너스포인트/쇼핑포인트), 현대카드(M포인트/R포인트), 신한카드(마이포인트), SC카드(360°포인트) 등이 있습니다.
 ※ 각 카드사 정책에 따라 신분증 지참 및 상품권 교환 금액 단위, 잔액 확인, 사용방법 등 상이하니, 자세한 문의는 각 카드센터로 문의 바랍니다."|||[]
21310028|0eaa06c8-1852-47f1-85d9-459a927796dc|2026-07-01 12:37:37.625000+09:00|상품권 안내|질문을 선택해 주세요.|dialogFlowButton|사용가능 상품권,거스름돈 지급안내,권종안내 및 SSG MONEY충전,사용기한,상품권 배송|[]
21327065|0ecc6124-952e-40ab-84bd-8b3aed49c959|2026-07-01 20:09:03.569000+09:00|강아지 입장가능한가요|원하는 답변을 선택해 주세요.|dialogFlowButton|반려동물 출입 여부,주차정보 안내,점포 상품 구매시 배달 가능 여부|[40, 62, 128]
21327069|0ecc6124-952e-40ab-84bd-8b3aed49c959|2026-07-01 20:09:09.133000+09:00|반려동물 출입 여부|"반려동물은 매장 내 출입이 불가하며, 시각장애인 안내견/훈련견은 출입이 가능합니다.
매장 외부에 있는 몰리스 펫샵에서는 반려견과 동반 출입이 가능합니다."|||[]
21304474|0ecce4c2-ca71-4891-b4d5-7508318b2802|2026-07-01 10:15:42.452000+09:00|혹시  도배지 판매하시나요?|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[3]
21316265|0ee5bb78-4806-49e0-9cbb-3fcdaf75b014|2026-07-01 15:27:13.949000+09:00|배송|질문 유형을 선택해 주세요.|dialogFlowButton|배송안내,배송변경,배달의민족 주문,택배상품 배송문의,품질불만(환불/재배송) 문의|[]
21316271|0ee5bb78-4806-49e0-9cbb-3fcdaf75b014|2026-07-01 15:27:21.098000+09:00|배송안내|질문 유형을 선택해 주세요.|dialogFlowButton|이마일 배송,점포 방문 접수|[]
21316277|0ee5bb78-4806-49e0-9cbb-3fcdaf75b014|2026-07-01 15:27:25.470000+09:00|이마일 배송|이마일(앱/웹)을 통해 주문하시면 당일배송, 퀵배송, 픽업 서비스를 이용하실 수 있습니다.|||[]
21314804|0eef9ab0-8aef-4f29-ae25-72ebbbfeb7c5|2026-07-01 14:42:28.590000+09:00|닌텐도 스위치2 본체 재고가 있는지 알 수 있나요 ?|가전 상품문의는 점포안내를 확인 후 각 점포 가전 판매데스크로 문의해 주세요.|webLink|점포안내|[1005]
21309000|0ef18336-aa16-4320-9b3b-ae4f2dffba84|2026-07-01 12:12:18.245000+09:00|매장안내|질문을 선택해 주세요.|dialogFlowButton|점포정보,편의시설,기타안내|[]
21309002|0ef18336-aa16-4320-9b3b-ae4f2dffba84|2026-07-01 12:12:21.830000+09:00|점포정보|질문을 선택해 주세요.|dialogFlowButton|휴점일,영업시간,층별 안내,입점매장|[]
21309008|0ef18336-aa16-4320-9b3b-ae4f2dffba84|2026-07-01 12:12:28.736000+09:00|입점매장|"점포별 입점 매장 정보는 이마트앱 또는 홈페이지에서 확인하실 수 있습니다.
하단 점포안내 버튼을 누르시면 해당 점포의 상세 화면으로 이동합니다.
 
또는, 이렇게 검색해보세요:
""000 전화번호 알려줘"""|webLink|점포안내|[]
21322931|0f1e133f-fa97-43e0-a0f2-39ca54ecba97|2026-07-01 18:05:24.676000+09:00|자동차 배터리 교체도 가능한가요|원하는 답변을 선택해 주세요.|dialogFlowButton|전기차 충전소 안내,층별 안내,주차정보 안내|[1064, 1030, 1062]
21303276|0f2da38b-5f2d-4989-985e-7406a352b192|2026-07-01 09:08:57.940000+09:00|압타밀 프로푸트라2단계  재고 문의드려요|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[3]
21319101|0f5dc028-b0f2-4760-b8fe-917eab253728|2026-07-01 16:32:37.911000+09:00|적립하고싶습니다|원하는 답변을 선택해 주세요.|dialogFlowButton|이마트 앱 쿠폰 자동 적용 방법,A/S 관련 문의,신세계포인트 미적립 시|[2108, 2010, 2094]
21319103|0f5dc028-b0f2-4760-b8fe-917eab253728|2026-07-01 16:32:44.264000+09:00|신세계포인트 미적립 시|신세계포인트앱에서 영수증 정보를 통해 직접 등록 하 실수 있습니다. 또는 영수증 지참 후 30일 이내 구매하신 점포로 방문하시면 적립 가능합니다.|webLink|신세계포인트|[]
21315827|0f7a6b22-7809-4b72-9ea0-45fcaea63807|2026-07-01 15:17:11.263000+09:00|상품권|질문을 선택해 주세요.|dialogFlowButton|상품권 구매,상품권 교환,상품권 안내,모바일상품권|[]
21315829|0f7a6b22-7809-4b72-9ea0-45fcaea63807|2026-07-01 15:17:15.262000+09:00|상품권 구매|질문을 선택해 주세요.|dialogFlowButton|구매방법,법인 구매,수표구매|[]
21315833|0f7a6b22-7809-4b72-9ea0-45fcaea63807|2026-07-01 15:17:18.229000+09:00|구매방법|"상품권 키오스크에서 신세계 상품권만 1회 500만원까지 액면가로 구매 가능하며 현금, 현금 IC 칩 카드, 법인카드로만 구매 가능합니다. 또한, SSG.COM을 통해 구매 후 이마트 매장 키오스크에서 전환도 가능합니다.
*단 개인 신용카드 및 계좌이체 결제는 불가."|webLink|상품권 구매|[]
21315865|0f7a6b22-7809-4b72-9ea0-45fcaea63807|2026-07-01 15:17:45.825000+09:00|상품권 구매가 가능한가요?|원하는 답변을 선택해 주세요.|dialogFlowButton|상품권 SSG머니 교환,상품권 구매 방법,상품권 배송 여부|[78, 69, 80]
21315921|0f7a6b22-7809-4b72-9ea0-45fcaea63807|2026-07-01 15:18:27.721000+09:00|명일 이마트에서 상품권 구매가 가능한가요|원하는 답변을 선택해 주세요.|dialogFlowButton|상품권 구매 방법,사용가능 상품권,모바일상품권 구매 방법|[69, 76, 82]
21315947|0f7a6b22-7809-4b72-9ea0-45fcaea63807|2026-07-01 15:18:42.164000+09:00|모바일상품권 구매 방법|이마트에서는 모바일 상품권을 판매하지 않습니다. SSG.COM등 인터넷을 통해 구매 가능하십니다|webLink|이마티콘 구매|[]
21315953|0f7a6b22-7809-4b72-9ea0-45fcaea63807|2026-07-01 15:18:46.798000+09:00|상품권 구매 방법|"상품권 키오스크에서 신세계 상품권만 1회 500만원까지 액면가로 구매 가능하며 현금, 현금 IC 칩 카드, 법인카드로만 구매 가능합니다. 또한, SSG.COM을 통해 구매 후 이마트 매장 키오스크에서 전환도 가능합니다.
*단 개인 신용카드 및 계좌이체 결제는 불가."|webLink|상품권 구매|[]
21325339|0f87800b-5df6-4955-9920-138dd8a57d46|2026-07-01 19:10:57.793000+09:00|상담연결|채팅 상담원을 연결하면 실시간으로 궁금한 사항을 질문할 수 있습니다|message|채팅상담|[137]
21325345|0f87800b-5df6-4955-9920-138dd8a57d46|2026-07-01 19:11:09.934000+09:00|전화연결|채팅 상담원을 연결하면 실시간으로 궁금한 사항을 질문할 수 있습니다|message|채팅상담|[137]
21325347|0f87800b-5df6-4955-9920-138dd8a57d46|2026-07-01 19:11:22.951000+09:00|삼성전자 매장 연결|가전 상품문의는 점포안내를 확인 후 각 점포 일렉트로마트 또는 가전 판매데스크로 문의해 주세요.|webLink|점포안내|[5]
21319087|0f9a9449-1233-4541-83c6-7d99eda3f9cc|2026-07-01 16:32:31.932000+09:00|반려견 출입|원하는 답변을 선택해 주세요.|dialogFlowButton|반려동물 출입 여부,트레이더스 비회원 입장 안내,주차정보 안내|[1040, 1902, 1062]
21319098|0f9a9449-1233-4541-83c6-7d99eda3f9cc|2026-07-01 16:32:37.740000+09:00|반려동물 출입 여부|"반려동물은 매장 내 출입이 불가하며, 시각장애인 안내견/훈련견은 출입이 가능합니다.
매장 외부에 있는 몰리스 펫샵에서는 반려견과 동반 출입이 가능합니다."|||[]
21319119|0f9a9449-1233-4541-83c6-7d99eda3f9cc|2026-07-01 16:33:10.590000+09:00|가방에 너어도 안대요|원하는 답변을 선택해 주세요.|dialogFlowButton|분실물 문의,매장 직원 호출,SSG.COM 관련 문의|[1135, 1131, 1142]
21319123|0f9a9449-1233-4541-83c6-7d99eda3f9cc|2026-07-01 16:33:18.643000+09:00|매장 직원 호출|고객만족센터를 방문하여 담당 직원 호출을 요청하시기 바랍니다|||[]
21319143|0f9a9449-1233-4541-83c6-7d99eda3f9cc|2026-07-01 16:33:45.159000+09:00|통화가능한 상담자 연락처|채팅 상담원을 연결하면 실시간으로 궁금한 사항을 질문할 수 있습니다|message|채팅상담|[1137]
